Date,C,EBAY,GOOGL,INTC,NVDA,SP50
06/30/16,-8.975738213807300000,-4.292722812755520000,-6.051940976163460000,3.830317642377290000,0.620724521792781000,0.259107068536691000
07/29/16,3.724998617720350000,33.105510465612900000,12.481337683889100000,6.280498045983360000,21.463513083240800000,3.686873959849580000
08/31/16,8.970551732837450000,3.209242618741950000,-0.188288219981302000,3.736227139802990000,7.621936049879920000,0.140404823896078000
09/30/16,-1.068293246793940000,2.300995024875610000,1.799075773881120000,5.182509453611620000,11.705250601508000000,0.018906727119613400
10/31/16,4.065218309851020000,-13.343465045592600000,0.726321418799580000,-7.629141853736670000,3.852901595886820000,-1.824117920270660000
11/30/16,15.111341602030500000,-2.455278849526480000,-4.200518271353130000,0.275025326364697000,29.760197181361900000,3.703488600895410000
12/30/16,5.391032583075670000,6.760158216468910000,2.135631633580080000,4.524495731670170000,15.770065421866400000,1.976610866166820000
01/31/17,-6.057547244444390000,7.207814078814410000,3.500541359076270000,1.516404567820200000,2.285931354221610000,1.896644168681850000
02/28/17,7.434971974626340000,6.503298774740800000,3.016374107639750000,-0.983908185118598000,-6.935087695609070000,3.970592210291890000
03/31/17,0.016720250461443800,-0.973451327433627000,0.339668358814648000,-0.359119708367339000,7.341342199552110000,0.116647569787449000
04/28/17,-0.903932221907766000,-0.476616026213894000,9.049304081151210000,0.221798837313480000,-4.250429893565730000,1.026991583709860000
05/31/17,2.401902040162860000,2.663873091888660000,6.767844935750440000,0.625413522478868000,38.541304199086000000,1.407280042542190000
06/30/17,10.472398711032400000,1.807580174927120000,-5.816093299205270000,-6.563284521349820000,0.145480522950713000,0.624153323136503000
07/31/17,2.347493847471900000,2.319587628865970000,1.701660786507170000,5.127446549936930000,12.416984506875400000,2.056268137416710000
08/31/17,-0.146780670383961000,1.119507416736650000,1.030142781597030000,-0.389357999992923000,4.354165916342100000,0.306121341561206000
09/29/17,6.923409903609970000,6.448934403542750000,1.934592353754030000,8.582837550316500000,5.506367009372480000,2.062815038817710000
10/31/17,1.044821267529310000,-2.132085283411330000,6.092108614386070000,19.459029813265400000,15.684954984061300000,2.333540057074680000
11/30/17,3.164996565681630000,-7.890541976620610000,0.302985340123496000,-0.853706148242794000,-2.881836508159750000,3.066978393236070000
12/29/17,-1.443712020930110000,8.854917796365730000,1.662854486701820000,2.943797276972750000,-3.592251165856240000,1.111865678036590000
01/31/18,5.469699412196700000,7.525172231054570000,12.228968588229700000,4.289428765295900000,27.028428784920900000,5.725395459627300000
02/28/18,-3.410237132616130000,5.618531296205020000,-6.623127675052020000,3.072826366571020000,-1.484991792204490000,-3.685711960284070000
03/29/18,-10.584182216894100000,-6.112925804946330000,-6.049352885208000000,5.660376011622740000,-4.301649779157270000,-2.541326794526450000
04/30/18,1.140732162971830000,-5.864811133200790000,-1.789540398035340000,-0.883260627671567000,-2.888729652537430000,0.383706507427442000
05/31/18,-1.854223605507790000,-0.422386483632530000,7.993481120775980000,7.543119644072190000,12.202241062252700000,2.408197131097120000
06/29/18,0.344881035418120000,-3.870625662778370000,2.653636363636350000,-9.945650796065290000,-6.062900842329740000,0.615492597913251000
07/31/18,7.426763652292710000,-7.749586321014870000,8.681444221078810000,-3.238784903171820000,3.360078417997430000,3.721361897247920000
08/31/18,-0.288145280376950000,3.467862481315380000,0.373207737813929000,1.298766714418240000,14.690489626144800000,3.258530784136610000
09/28/18,0.701863182752782000,-4.594047963016450000,-2.006825653071880000,-2.353916021941140000,0.121145984030968000,0.569193384214053000
10/31/18,-8.753840522792000000,-12.083585705632900000,-9.651390131557130000,-0.866990453503180000,-24.976871906758100000,-6.835016071916810000
11/30/18,-0.347873138299714000,2.824664140544270000,1.748614498707090000,5.851275148628350000,-22.403758781333400000,2.037839196401480000
12/31/18,-19.648090339066700000,-5.963149078726970000,-5.829774944179700000,-4.826606810989290000,-18.313646281044000000,-9.029085158800120000
