Date,C,EBAY,GOOGL,INTC,NVDA,SP50
02/28/14,2.530041058542750000,10.469927504305400000,2.936571556768000000,1.861703341483300000,17.601070063694200000,4.574385359679130000
03/31/14,-2.118035603155990000,-6.006460481099650000,-8.319826617888430000,4.256862321358570000,-2.557128255256550000,0.840571672253486000
04/30/14,0.651260108831230000,-6.173062743991190000,-4.108043668988740000,3.393514832003030000,3.126744599426050000,0.739203350584957000
05/30/14,-0.688878445539975000,-2.122328357409800000,6.874442608643330000,3.240484082471280000,3.348903209783290000,2.347408609085900000
06/30/14,-0.988018233315080000,-1.320716302702500000,2.277610266588960000,13.103952282088600000,-2.421043013854840000,2.065750820611390000
07/31/14,3.864119090619050000,5.533359599220720000,-0.875711084885477000,9.676369095334490000,-5.609500266315540000,-1.379092989146280000
08/29/14,5.602131508113590000,5.053940895395230000,0.484862409968500000,3.745643084748140000,11.630580645631700000,4.000504368528820000
09/30/14,0.329129580630604000,2.036044085962220000,1.038876296448940000,-0.286361356076880000,-5.141385238422420000,-1.402363105666400000
10/31/14,3.319316756941570000,-7.292961805248740000,-3.490763243316740000,-2.326249915962600000,5.907857296807470000,2.442513947703630000
11/28/14,0.821967055800065000,4.533335167745030000,-3.308855900117970000,10.256560419956800000,7.774193367932760000,2.689473322039950000
12/31/14,0.259408405316641000,2.259476493502570000,-3.354706053762650000,-2.577175450561870000,-4.387222280925720000,-0.251910620306080000
01/30/15,-13.214075189498200000,-5.559513884887400000,1.298386963343270000,-8.955638126212420000,-4.214464399023980000,-3.001923168427660000
02/27/15,11.650678422321400000,9.264151033056060000,4.665612501162660000,1.354428616465190000,15.303547460429100000,5.747150859849520000
03/31/15,-1.716895448466360000,-0.397168265188041000,-1.409452037751260000,-5.954888588615520000,-5.145058505871020000,-1.581448079648820000
04/30/15,3.493788940311620000,1.005542743990490000,-1.069042725797730000,4.093375924240880000,6.069295414462500000,0.959321080700279000
05/29/15,1.520486758106960000,5.320976033336540000,-0.628682303016481000,6.646336518106190000,0.169183519541027000,1.285926035914840000
06/30/15,2.144976631838120000,-1.825288160850500000,-0.968242499816607000,-11.738241787137900000,-9.127874761575500000,-1.935805194124840000
07/31/15,5.918962466335830000,10.910872898151200000,21.750245231843700000,-4.816705116405830000,-0.795618183565538000,2.095122631071120000
08/31/15,-8.518643267872670000,-3.591749644381220000,-1.472234220532330000,-0.603731657297967000,13.157717362035000000,-6.033383526000060000
09/30/15,-7.236347858288120000,-9.848764293618580000,-1.458747665208130000,5.606161236333590000,9.653021194863080000,-2.474348961596800000
10/30/15,7.275828271961690000,14.157119476268400000,15.511389946269300000,12.342407451767200000,15.091283835558100000,8.435407109934060000
11/30/15,1.730302877110130000,6.057347670250900000,3.452704529269090000,3.409215366256440000,12.222609578576500000,0.297384979300849000
12/31/15,-4.326119983753190000,-7.130787428185190000,1.987289872834230000,-0.920332166764259000,3.909206532130000000,-1.577185766078320000
01/29/16,-17.617942925388100000,-14.628820960698600000,-2.141360650891370000,-9.956461785378340000,-11.134704775165900000,-4.962423645460250000
02/29/16,-8.759985146864010000,1.449275362318840000,-5.796282918500050000,-3.764617431475410000,7.459887905040500000,-0.134919308892714000
03/31/16,7.464603133257580000,0.252100840336133000,6.369036000111560000,9.327472548801950000,13.616062546026900000,6.783819640831830000
04/29/16,10.968915516044400000,2.388935456831520000,-7.211954384585150000,-6.398757349918140000,-0.280652429877970000,0.387673479051846000
05/31/16,0.626616659211132000,0.122799836266884000,5.787704130643620000,5.234991909571950000,31.827870311490100000,1.795815319316400000
