Date,C-US,GOOGL-US,INTC-US,NVDA-US,EBAY-US,HD-US,IBM-US,JPM-US,WMT-US,CVX-US,SP50
2014-01-31,-0.08962151219,0.05376954858000001,-0.05451743402,-0.01997503121,-0.03034730612,-0.06667476318,-0.058058397260000005,-0.04717173393,-0.05095946118,-0.1063165479,-0.03457407592
2014-02-28,0.025300410590000003,0.029365715570000003,0.018617033409999997,0.17601070060000001,0.10469927500000001,0.06740403383,0.05375312325000001,0.02637286714,0.00026780932,0.042367195200000006,0.0457438536
2014-03-31,-0.02118035603,-0.08319826618000001,0.042568623209999996,-0.025571282549999998,-0.060064604810000005,-0.02977556991,0.03953125482,0.06846178231,0.0297443909,0.031041398010000002,0.008405716720000001
2014-04-30,0.0065126010899999994,-0.04108043669,0.033935148320000004,0.031267445989999997,-0.06173062744,0.00480226106,0.020676351500000002,-0.07211783959,0.04291507024999999,0.05558816055,0.00739203351
2014-05-30,-0.00688878446,0.06874442609,0.03240484082,0.0334890321,-0.02122328357,0.00905555366,-0.05618519907,-0.007324090009999999,-0.03095377305,-0.013295125409999999,0.02347408609
2014-06-30,-0.00988018233,0.02277610267,0.1310395228,-0.02421043014,-0.01320716303,0.01497796363,-0.0167607252,0.03689040947,-0.0221441241,0.06319741158,0.020657508209999998
2014-07-31,0.03864119091,-0.00875711085,0.09676369095,-0.056095002660000004,0.05533359599,-0.0013586885200000001,0.05737303639,0.00782186019,-0.01984805507,-0.010034501119999999,-0.013790929890000001
2014-08-29,0.05602131508,0.004848624100000001,0.03745643085,0.11630580650000001,0.05053940895,0.1564626183,0.00922126532,0.03086538032,0.032731873679999995,0.01012404756,0.04000504369
2014-09-30,0.00329129581,0.010388762959999999,-0.00286361356,-0.05141385238,0.02036044086,-0.013764358249999999,-0.01284449902,0.01328846406,0.01284770889,-0.07825419918,-0.01402363106
2014-10-31,0.03319316757,-0.03490763243,-0.023262499160000002,0.05907857296999999,-0.07292961805,0.06300415226,-0.1339619411,0.010809260670000001,-0.00261549847,0.0052798638099999995,0.024425139480000004
2014-11-28,0.00821967056,-0.033088559000000003,0.1025656042,0.07774193368,0.045333351679999995,0.01927806656,-0.00684413241,-0.005290999669999999,0.14776455119999998,-0.08402267836,0.02689473322
2014-12-31,0.00259408405,-0.03354706054,-0.02577175451,-0.04387222281,0.022594764939999998,0.06109273764,-0.01066774445,0.04022603805,-0.013418899259999999,0.03040316881,-0.0025191061999999998
2015-01-30,-0.13214075190000002,0.01298386963,-0.08955638126,-0.042144643989999994,-0.05559513885,-0.00523959431,-0.04444038947,-0.1254699372,-0.01047975571,-0.08602247063,-0.030019231679999998
2015-02-27,0.1165067842,0.04665612501,0.01354428616,0.1530354746,0.09264151033,0.09892742176000001,0.06370526481,0.12688487410000002,-0.012355906409999999,0.05051845003,0.0574715086
2015-03-31,-0.01716895448,-0.01409452038,-0.05954888589,-0.05145058506,-0.00397168265,-0.00474509558,-0.00889230608,-0.01142294481,-0.01406552597,-0.01593550643,-0.0158144808
2015-04-30,0.0349378894,-0.01069042726,0.04093375924,0.06069295414,0.01005542744,-0.05835748559,0.06722741957,0.051206317769999996,-0.05106381674,0.05791575746,0.00959321081
2015-05-29,0.015204867580000002,-0.00628682303,0.06646336518,0.0016918352,0.05320976033,0.04150298406,-0.00200273253,0.039835711919999996,-0.04242582681,-0.06338758545,0.01285926036
2015-06-30,0.02144976632,-0.009682425,-0.1173824179,-0.09127874761999999,-0.01825288161,0.00267067141,-0.04120244765,0.03010032247,-0.04497104117,-0.06339795988,-0.01935805194
2015-07-31,0.05918962466,0.2175024523,-0.048167051159999995,-0.00795618184,0.10910872899999999,0.05309101702999999,-0.00411908905,0.0179009522,0.01480335984,-0.08282370225999999,0.02095122631
2015-08-31,-0.08518643268,-0.01472234221,-0.0060373165699999995,0.13157717359999999,-0.03591749644,-0.00487052713,-0.07945000157,-0.06464319539,-0.09472810726,-0.07288435413,-0.060333835259999996
2015-09-30,-0.07236347858,-0.01458747665,0.05606161236,0.09653021195000001,-0.09848764294000001,-0.00315452166,-0.0197443883,-0.048829932859999994,0.0016992928900000002,-0.02605258088,-0.02474348962
2015-10-30,0.07275828272,0.15511389949999999,0.1234240745,0.1509128384,0.1415711948,0.07056880986,-0.033731008560000005,0.06142183766,-0.1172115062,0.15212982419999999,0.0843540711
2015-11-30,0.01730302877,0.03452704529,0.03409215366,0.1222260958,0.060573476700000004,0.08282125212000001,0.004647183369999999,0.03782106977,0.02795244283,0.016598606090000002,0.00297384979
2015-12-31,-0.04326119984,0.019872898729999998,-0.00920332167,0.03909206532,-0.07130787428,-0.007839709969999999,-0.012910648810000001,-0.009748133289999999,0.05055697898,-0.01489270975,-0.01577185766
2016-01-29,-0.17617942930000002,-0.02141360651,-0.09956461785,-0.1113470478,-0.1462882096,-0.04907367191,-0.09322766694000001,-0.09266231576999999,0.08254477155,-0.03879498031,-0.049624236450000005
2016-02-29,-0.08759985147,-0.05796282919,-0.03764617431,0.07459887905000001,0.01449275362,-0.01304073258,0.06075372297000001,-0.05378154929,-0.00030142566,-0.022866682030000002,-0.00134919309
2016-03-31,0.07464603133,0.06369036,0.09327472548999999,0.1361606255,0.0025210084,0.08086159939,0.1558421933,0.05186502766,0.04005290206,0.14333649839999998,0.06783819641
2016-04-29,0.1096891552,-0.07211954385000001,-0.0639875735,-0.0028065243,0.02388935457,0.00344756699,-0.036381626210000004,0.07513907493,-0.02365291863,0.07106910026999999,0.00387673479
2016-05-31,0.0062661665899999995,0.05787704131,0.052349919099999996,0.3182787031,0.00122799836,-0.00806637574,0.06345968198,0.032753038719999995,0.06644075507,-0.00105054058,0.01795815319
2016-06-30,-0.08975738214,-0.060519409760000004,0.03830317642,0.006207245219999999,-0.04292722813,-0.03353009477,-0.01274885892,-0.047954552809999995,0.03164730172,0.03792083226,0.0025910706900000003
2016-07-29,0.03724998618,0.12481337679999999,0.06280498045999999,0.2146351308,0.3310551047,0.08262210545,0.05824230323,0.03751590143,-0.0006847109899999999,-0.022417219080000002,0.0368687396
2016-08-31,0.08970551733000001,-0.0018828822,0.0373622714,0.0762193605,0.032092426189999995,-0.02481124335,-0.00228682669,0.05518208319,-0.014347906669999999,-0.0082666372,0.00140404824
2016-09-30,-0.01068293247,0.017990757740000002,0.05182509454,0.117052506,0.02300995025,-0.040560846479999996,-0.00018876996,-0.013481551199999999,0.00951850754,0.023265017170000003,0.00018906727000000002
2016-10-31,0.040652183099999996,0.007263214190000001,-0.07629141854,0.03852901596,-0.1334346505,-0.05183385727,-0.03248352842,0.047592340479999995,-0.029118215580000002,0.01778073928,-0.0182411792
2016-11-30,0.151113416,-0.04200518271,0.00275025326,0.2976019718,-0.0245527885,0.06621448441,0.06502440528,0.1575222798,0.00585552385,0.07562764795,0.037034886010000004
2016-12-30,0.05391032583,0.02135631634,0.04524495732,0.1577006542,0.06760158215999999,0.03616691906,0.023240073479999998,0.07633778847,-0.011649665929999999,0.05503768287,0.01976610866
2017-01-31,-0.06057547244,0.03500541359,0.01516404568,0.022859313540000002,0.07207814079000001,0.02610391408,0.0513886634,-0.01382073312,-0.03443296257,-0.0539507003,0.01896644169
2017-02-28,0.07434971975,0.03016374108,-0.00983908185,-0.06935087696,0.06503298775000001,0.05327800526,0.03855715406,0.07077874857000001,0.0627810265,0.020025133419999997,0.0397059221
2017-03-31,0.00016720249999999998,0.0033966835899999995,-0.0035911970799999996,0.07341342199999999,-0.00973451327,0.01942545451,-0.03158717541,-0.030677576499999998,0.0236382204,-0.045599940109999994,0.0011664757
2017-04-28,-0.00903932222,0.09049304081000001,0.00221798837,-0.04250429894,-0.00476616026,0.06313419342,-0.07953362388,-0.0038908974400000003,0.04300779927,-0.00624014788,0.01026991584
2017-05-31,0.0240190204,0.06767844936,0.00625413522,0.385413042,0.026638730920000003,-0.010904260539999999,-0.03845488704,-0.055747126949999996,0.05244252007,-0.02017409819,0.01407280043
2017-06-30,0.1047239871,-0.058160932990000004,-0.06563284521,0.00145480523,0.01807580175,-0.00071651494,0.00786216731,0.11259891870000001,-0.03715010484,0.00821406444,0.0062415332300000004
2017-07-31,0.023474938469999998,0.01701660787,0.051274465500000005,0.12416984510000001,0.02319587629,-0.024771798810000002,-0.05954624415,0.00979081271,0.05695026765,0.04658298722,0.02056268137
2017-08-31,-0.0014678067000000001,0.01030142782,-0.00389358,0.04354165916,0.01119507417,0.00775515859,-0.0009006284400000001,-0.00991283927,-0.01790374168,-0.00441538922,0.00306121342
2017-09-29,0.06923409904,0.01934592354,0.08582837550000001,0.055063670089999996,0.06448934404000001,0.09134587856,0.01433262207,0.05083066854,0.0008965880299999999,0.09180449341,0.020628150390000002
2017-10-31,0.01044821268,0.06092108614,0.1945902981,0.15684954980000002,-0.02132085283,0.01357305115,0.061896904839999996,0.059473349950000004,0.11735337339999999,-0.01370207216,0.02333540057
2017-11-30,0.03164996566,0.0030298534,-0.00853706148,-0.02881836508,-0.07890541977,0.09013702760999999,0.00939005984,0.03886285545,0.1136182749,0.03642819976,0.03066978393
2017-12-29,-0.014437120210000001,0.016628544869999998,0.029437972769999998,-0.03592251166,0.08854917796,0.053998365650000005,-0.00357216742,0.02315351266,0.02098504987,0.0521053356,0.01111865678
2018-01-31,0.054696994119999995,0.12228968589999999,0.04289428765,0.27028428779999997,0.07525172231,0.05999055292,0.06700568460999999,0.08718957659999998,0.07949360794,0.00127797151,0.0572539546
2018-02-28,-0.03410237133,-0.06623127675,0.03072826367,-0.01484991792,0.05618531296,-0.09273270463,-0.03840104649,-0.00146962688,-0.1556284965,-0.09825343752,-0.0368571196
2018-03-29,-0.1058418222,-0.060493528850000006,0.056603760120000006,-0.04301649779,-0.061129258049999996,-0.01646982828,-0.015401452069999998,-0.047878781110000004,-0.005708156359999999,0.0189420678,-0.02541326795
2018-04-30,0.01140732163,-0.01789540398,-0.00883260628,-0.02888729653,-0.05864811133,0.03680427064,-0.0552042997,-0.00586995377,-0.005732233799999999,0.0970712482,0.00383706507
2018-05-31,-0.018542236059999998,0.07993481121,0.07543119644,0.1220224106,-0.00422386484,0.01502717428,-0.014447492639999998,-0.01627138129,-0.06105526457,0.00212106106,0.024081971310000002
2018-06-29,0.00344881035,0.02653636364,-0.09945650796000001,-0.060629008420000005,-0.038706256630000005,0.04583216131,-0.011393430730000001,-0.026259260229999998,0.037678764770000005,0.01713594655,0.00615492598
2018-07-31,0.07426763652,0.08681444221,-0.03238784903,0.03360078418,-0.07749586321,0.012403907919999999,0.0374373643,0.10912309860000001,0.04179802266,-0.0012655371600000002,0.03721361897
2018-08-31,-0.0028814528,0.00373207738,0.01298766714,0.1469048963,0.03467862481,0.02164509924,0.02165563896,-0.00321877818,0.08057849635,-0.05292143112,0.03258530784
2018-09-28,0.007018631829999999,-0.02006825653,-0.02353916022,0.00121145984,-0.04594047963,0.03177765807,0.032291194509999996,-0.01518590781,-0.020342120650000003,0.03224724928,0.00569193384
2018-10-31,-0.08753840522999999,-0.09651390132,-0.00866990454,-0.2497687191,-0.1208358571,-0.1509533854,-0.2366246252,-0.02714794527,0.06783082083,-0.08693166101,-0.06835016072
2018-11-30,-0.0034787313800000003,0.01748614499,0.05851275149,-0.2240375878,0.02824664141,0.03119620529,0.09028254517,0.01990465056,-0.02622657364,0.07549545271000001,0.020378391960000002
2018-12-31,-0.1964809034,-0.058297749440000005,-0.048266068110000004,-0.1831364628,-0.05963149079,-0.047138409,-0.08529805633000001,-0.12204334920000001,-0.040848766530000004,-0.08533711634999999,-0.09029085159
